Year,Gender,AgeMin,AgeMax,Value,UseDataInFit
1997,Men,0,0,,FALSE
1997,Women,0,0,,FALSE
1998,Men,0,0,,FALSE
1998,Women,0,0,,FALSE
1999,Men,0,0,,FALSE
1999,Women,0,0,,FALSE
2000,Men,0,0,,FALSE
2000,Women,0,0,,FALSE
2001,Men,0,0,,FALSE
2001,Women,0,0,,FALSE
2002,Men,0,0,,FALSE
2002,Women,0,0,,FALSE
2003,Men,0,0,,FALSE
2003,Women,0,0,,FALSE
2004,Men,0,0,,FALSE
2004,Women,0,0,,FALSE
2005,Men,0,0,,FALSE
2005,Women,0,0,,FALSE
2006,Men,0,0,,FALSE
2006,Women,0,0,,FALSE
2007,Men,0,0,,FALSE
2007,Women,0,0,,FALSE
2008,Men,0,0,,FALSE
2008,Women,0,0,,FALSE
2009,Men,0,0,,FALSE
2009,Women,0,0,,FALSE
2010,Men,0,0,,FALSE
2010,Women,0,0,,FALSE
2011,Men,0,0,,FALSE
2011,Women,0,0,,FALSE
2012,Men,0,0,,FALSE
2012,Women,0,0,,FALSE
2013,Men,0,0,,FALSE
2013,Women,0,0,,FALSE
2014,Men,0,0,,FALSE
2014,Women,0,0,,FALSE
2015,Men,0,0,,FALSE
2015,Women,0,0,,FALSE
2016,Men,0,0,,FALSE
2016,Women,0,0,,FALSE
2017,Men,0,0,,FALSE
2017,Women,0,0,,FALSE
2018,Men,0,0,,FALSE
2018,Women,0,0,,FALSE
1997,Men,1,4,,FALSE
1997,Women,1,4,,FALSE
1998,Men,1,4,,FALSE
1998,Women,1,4,,FALSE
1999,Men,1,4,,FALSE
1999,Women,1,4,,FALSE
2000,Men,1,4,,FALSE
2000,Women,1,4,,FALSE
2001,Men,1,4,,FALSE
2001,Women,1,4,,FALSE
2002,Men,1,4,,FALSE
2002,Women,1,4,,FALSE
2003,Men,1,4,,FALSE
2003,Women,1,4,,FALSE
2004,Men,1,4,,FALSE
2004,Women,1,4,,FALSE
2005,Men,1,4,,FALSE
2005,Women,1,4,,FALSE
2006,Men,1,4,,FALSE
2006,Women,1,4,,FALSE
2007,Men,1,4,,FALSE
2007,Women,1,4,,FALSE
2008,Men,1,4,,FALSE
2008,Women,1,4,,FALSE
2009,Men,1,4,,FALSE
2009,Women,1,4,,FALSE
2010,Men,1,4,,FALSE
2010,Women,1,4,,FALSE
2011,Men,1,4,,FALSE
2011,Women,1,4,,FALSE
2012,Men,1,4,,FALSE
2012,Women,1,4,,FALSE
2013,Men,1,4,,FALSE
2013,Women,1,4,,FALSE
2014,Men,1,4,,FALSE
2014,Women,1,4,,FALSE
2015,Men,1,4,,FALSE
2015,Women,1,4,,FALSE
2016,Men,1,4,,FALSE
2016,Women,1,4,,FALSE
2017,Men,1,4,,FALSE
2017,Women,1,4,,FALSE
2018,Men,1,4,,FALSE
2018,Women,1,4,,FALSE
1997,Men,10,14,,FALSE
1997,Women,10,14,,FALSE
1998,Men,10,14,,FALSE
1998,Women,10,14,,FALSE
1999,Men,10,14,,FALSE
1999,Women,10,14,,FALSE
2000,Men,10,14,,FALSE
2000,Women,10,14,,FALSE
2001,Men,10,14,,FALSE
2001,Women,10,14,,FALSE
2002,Men,10,14,,FALSE
2002,Women,10,14,,FALSE
2003,Men,10,14,,FALSE
2003,Women,10,14,,FALSE
2004,Men,10,14,,FALSE
2004,Women,10,14,,FALSE
2005,Men,10,14,,FALSE
2005,Women,10,14,,FALSE
2006,Men,10,14,,FALSE
2006,Women,10,14,,FALSE
2007,Men,10,14,,FALSE
2007,Women,10,14,,FALSE
2008,Men,10,14,,FALSE
2008,Women,10,14,,FALSE
2009,Men,10,14,,FALSE
2009,Women,10,14,,FALSE
2010,Men,10,14,,FALSE
2010,Women,10,14,,FALSE
2011,Men,10,14,,FALSE
2011,Women,10,14,,FALSE
2012,Men,10,14,,FALSE
2012,Women,10,14,,FALSE
2013,Men,10,14,,FALSE
2013,Women,10,14,,FALSE
2014,Men,10,14,,FALSE
2014,Women,10,14,,FALSE
2015,Men,10,14,,FALSE
2015,Women,10,14,,FALSE
2016,Men,10,14,,FALSE
2016,Women,10,14,,FALSE
2017,Men,10,14,,FALSE
2017,Women,10,14,,FALSE
2018,Men,10,14,,FALSE
2018,Women,10,14,,FALSE
1997,Men,15,19,2869.27844190264,TRUE
1997,Women,15,19,1977.28239073801,TRUE
1998,Men,15,19,3200.69502530758,TRUE
1998,Women,15,19,2376.66151841845,TRUE
1999,Men,15,19,3455.87237793673,TRUE
1999,Women,15,19,2776.68786383235,TRUE
2000,Men,15,19,3492.18882609075,TRUE
2000,Women,15,19,2960.27488767959,TRUE
2001,Men,15,19,3690.3742862654,TRUE
2001,Women,15,19,3386.83064256265,TRUE
2002,Men,15,19,3984.76310561908,TRUE
2002,Women,15,19,3788.60792131821,TRUE
2003,Men,15,19,4156.39660485426,TRUE
2003,Women,15,19,4106.2580860678,TRUE
2004,Men,15,19,4086.80916094893,TRUE
2004,Women,15,19,4221.5360582654,TRUE
2005,Men,15,19,4166.90273208788,TRUE
2005,Women,15,19,4158.49667384164,TRUE
2006,Men,15,19,4211.04611427651,TRUE
2006,Women,15,19,4192.28966846966,TRUE
2007,Men,15,19,4235.25619606599,TRUE
2007,Women,15,19,3829.16812632024,TRUE
2008,Men,15,19,4215.74791901443,TRUE
2008,Women,15,19,3760.2392890194,TRUE
2009,Men,15,19,4060.34468017923,TRUE
2009,Women,15,19,3769.02982489688,TRUE
2010,Men,15,19,3834.03465138733,TRUE
2010,Women,15,19,3610.85199074298,TRUE
2011,Men,15,19,3614.5428497673,TRUE
2011,Women,15,19,3261.36264967011,TRUE
2012,Men,15,19,3592.69792833902,TRUE
2012,Women,15,19,3129.44491310237,TRUE
2013,Men,15,19,3695.47091337959,TRUE
2013,Women,15,19,2832.1924496631,TRUE
2014,Men,15,19,3661.16370991545,TRUE
2014,Women,15,19,2869.16291175279,TRUE
2015,Men,15,19,3620.03548186007,TRUE
2015,Women,15,19,2643.01865771371,TRUE
2016,Men,15,19,3621.63012152286,TRUE
2016,Women,15,19,2605.60922642581,TRUE
2017,Men,15,19,3473.15491425277,TRUE
2017,Women,15,19,2530.7788374659,TRUE
2018,Men,15,19,3457.41789758675,TRUE
2018,Women,15,19,2628.823840962,TRUE
1997,Men,20,24,6321.00467235718,TRUE
1997,Women,20,24,4448.43516561511,TRUE
1998,Men,20,24,6955.06860256725,TRUE
1998,Women,20,24,5765.19012403047,TRUE
1999,Men,20,24,6937.71347835427,TRUE
1999,Women,20,24,7024.69222646229,TRUE
2000,Men,20,24,7265.58779438276,TRUE
2000,Women,20,24,8539.01425167498,TRUE
2001,Men,20,24,7468.79829153255,TRUE
2001,Women,20,24,9641.2017435307,TRUE
2002,Men,20,24,8179.10277552559,TRUE
2002,Women,20,24,11253.9016162529,TRUE
2003,Men,20,24,9012.38477247112,TRUE
2003,Women,20,24,13011.7233591512,TRUE
2004,Men,20,24,9186.83798525864,TRUE
2004,Women,20,24,14055.6365052858,TRUE
2005,Men,20,24,9295.27090233578,TRUE
2005,Women,20,24,13871.7845299377,TRUE
2006,Men,20,24,9601.30469702963,TRUE
2006,Women,20,24,13790.1817723323,TRUE
2007,Men,20,24,9637.5371623888,TRUE
2007,Women,20,24,12793.9451547274,TRUE
2008,Men,20,24,9454.87922190292,TRUE
2008,Women,20,24,11996.627279773,TRUE
2009,Men,20,24,8814.27334450344,TRUE
2009,Women,20,24,10971.4027989917,TRUE
2010,Men,20,24,8316.65494614764,TRUE
2010,Women,20,24,9920.3822792534,TRUE
2011,Men,20,24,7669.19790155683,TRUE
2011,Women,20,24,8356.96098582473,TRUE
2012,Men,20,24,7513.54820632027,TRUE
2012,Women,20,24,7342.82816830919,TRUE
2013,Men,20,24,7481.51727959933,TRUE
2013,Women,20,24,6618.28380801238,TRUE
2014,Men,20,24,7521.25240119399,TRUE
2014,Women,20,24,5841.94384816692,TRUE
2015,Men,20,24,7613.68134474267,TRUE
2015,Women,20,24,5460.78631267562,TRUE
2016,Men,20,24,7634.00401072819,TRUE
2016,Women,20,24,5176.47787930713,TRUE
2017,Men,20,24,7453.78950341817,TRUE
2017,Women,20,24,4676.2867679965,TRUE
2018,Men,20,24,7119.88020533021,TRUE
2018,Women,20,24,4479.24231646551,TRUE
1997,Men,25,29,8613.59162024587,TRUE
1997,Women,25,29,6141.90701755136,TRUE
1998,Men,25,29,10543.2214609036,TRUE
1998,Women,25,29,8324.7920915796,TRUE
1999,Men,25,29,11380.978445202,TRUE
1999,Women,25,29,10828.7712839211,TRUE
2000,Men,25,29,12594.8729536241,TRUE
2000,Women,25,29,13759.3396688272,TRUE
2001,Men,25,29,14369.7346804728,TRUE
2001,Women,25,29,17226.7044995794,TRUE
2002,Men,25,29,16237.4949467178,TRUE
2002,Women,25,29,21269.473279214,TRUE
2003,Men,25,29,17802.1375277089,TRUE
2003,Women,25,29,24381.9848006605,TRUE
2004,Men,25,29,17921.4110993559,TRUE
2004,Women,25,29,26026.7876181484,TRUE
2005,Men,25,29,17468.5478845243,TRUE
2005,Women,25,29,25746.2853348417,TRUE
2006,Men,25,29,17115.5429289911,TRUE
2006,Women,25,29,24653.8538311016,TRUE
2007,Men,25,29,16676.1698412927,TRUE
2007,Women,25,29,23190.3578006708,TRUE
2008,Men,25,29,16625.2826547938,TRUE
2008,Women,25,29,22182.4638189125,TRUE
2009,Men,25,29,15989.3868744923,TRUE
2009,Women,25,29,20404.328058885,TRUE
2010,Men,25,29,14860.0892546232,TRUE
2010,Women,25,29,18350.4924889922,TRUE
2011,Men,25,29,13640.3278787893,TRUE
2011,Women,25,29,15361.6831530049,TRUE
2012,Men,25,29,13299.6199263092,TRUE
2012,Women,25,29,13512.9101554442,TRUE
2013,Men,25,29,12434.2677749879,TRUE
2013,Women,25,29,11674.5327454713,TRUE
2014,Men,25,29,11972.7340831388,TRUE
2014,Women,25,29,10476.1821044805,TRUE
2015,Men,25,29,12136.5359018863,TRUE
2015,Women,25,29,9616.62251645834,TRUE
2016,Men,25,29,12126.4343003597,TRUE
2016,Women,25,29,9005.21749085503,TRUE
2017,Men,25,29,11762.1771731193,TRUE
2017,Women,25,29,7906.56943317068,TRUE
2018,Men,25,29,11168.1046451627,TRUE
2018,Women,25,29,7422.51273516643,TRUE
1997,Men,30,34,9529.24225839494,TRUE
1997,Women,30,34,5996.20085848065,TRUE
1998,Men,30,34,11837.081664672,TRUE
1998,Women,30,34,8276.80504703427,TRUE
1999,Men,30,34,13620.2224501104,TRUE
1999,Women,30,34,10613.1199837963,TRUE
2000,Men,30,34,15768.6720609022,TRUE
2000,Women,30,34,13956.6002251497,TRUE
2001,Men,30,34,18201.7844382257,TRUE
2001,Women,30,34,16884.0219578186,TRUE
2002,Men,30,34,21260.6310318183,TRUE
2002,Women,30,34,21663.0882967897,TRUE
2003,Men,30,34,24953.8271499314,TRUE
2003,Women,30,34,26371.7840090333,TRUE
2004,Men,30,34,26249.2172018694,TRUE
2004,Women,30,34,29184.857573404,TRUE
2005,Men,30,34,26580.5781749632,TRUE
2005,Women,30,34,29797.1227802243,TRUE
2006,Men,30,34,26560.2508699447,TRUE
2006,Women,30,34,29505.5594146828,TRUE
2007,Men,30,34,26107.721625161,TRUE
2007,Women,30,34,27719.6309249729,TRUE
2008,Men,30,34,24668.4134184336,TRUE
2008,Women,30,34,25937.568648435,TRUE
2009,Men,30,34,22984.4464442816,TRUE
2009,Women,30,34,22990.1946719873,TRUE
2010,Men,30,34,20633.520348657,TRUE
2010,Women,30,34,20349.9269842683,TRUE
2011,Men,30,34,18253.864808664,TRUE
2011,Women,30,34,17082.0531917514,TRUE
2012,Men,30,34,16842.4110217882,TRUE
2012,Women,30,34,15455.4013383424,TRUE
2013,Men,30,34,16138.204468319,TRUE
2013,Women,30,34,13786.0914491207,TRUE
2014,Men,30,34,16022.1785459337,TRUE
2014,Women,30,34,13133.797443654,TRUE
2015,Men,30,34,15486.5691581722,TRUE
2015,Women,30,34,12217.7351769706,TRUE
2016,Men,30,34,16006.3572844787,TRUE
2016,Women,30,34,11575.4910153499,TRUE
2017,Men,30,34,15419.4422933235,TRUE
2017,Women,30,34,11093.9706366987,TRUE
2018,Men,30,34,14692.4498737002,TRUE
2018,Women,30,34,10147.7820177067,TRUE
1997,Men,35,39,9816.71315889084,TRUE
1997,Women,35,39,5761.59625646121,TRUE
1998,Men,35,39,12232.7087847878,TRUE
1998,Women,35,39,7658.5374470877,TRUE
1999,Men,35,39,13993.2765655348,TRUE
1999,Women,35,39,9421.19127793038,TRUE
2000,Men,35,39,16091.5335914138,TRUE
2000,Women,35,39,12101.5475094974,TRUE
2001,Men,35,39,18680.3539235092,TRUE
2001,Women,35,39,14398.5365960907,TRUE
2002,Men,35,39,21788.7171088302,TRUE
2002,Women,35,39,18023.0145043236,TRUE
2003,Men,35,39,24398.9371319097,TRUE
2003,Women,35,39,21385.3923372895,TRUE
2004,Men,35,39,26506.5645997473,TRUE
2004,Women,35,39,24138.0424425663,TRUE
2005,Men,35,39,27620.180688538,TRUE
2005,Women,35,39,25202.2743755416,TRUE
2006,Men,35,39,27583.7883285487,TRUE
2006,Women,35,39,24989.3215403603,TRUE
2007,Men,35,39,27522.9994063633,TRUE
2007,Women,35,39,23838.0359274603,TRUE
2008,Men,35,39,27236.203157784,TRUE
2008,Women,35,39,23352.0582055964,TRUE
2009,Men,35,39,25873.5075363965,TRUE
2009,Women,35,39,21407.0317070675,TRUE
2010,Men,35,39,23177.7212832394,TRUE
2010,Women,35,39,19492.9026077263,TRUE
2011,Men,35,39,21219.3477241663,TRUE
2011,Women,35,39,16872.43544791,TRUE
2012,Men,35,39,19556.9568900764,TRUE
2012,Women,35,39,15152.1357821222,TRUE
2013,Men,35,39,17858.8921963562,TRUE
2013,Women,35,39,13500.134151436,TRUE
2014,Men,35,39,16928.8052340819,TRUE
2014,Women,35,39,12595.5679696554,TRUE
2015,Men,35,39,16561.4587841605,TRUE
2015,Women,35,39,12035.2216113371,TRUE
2016,Men,35,39,16120.1890665819,TRUE
2016,Women,35,39,11408.0475548911,TRUE
2017,Men,35,39,15635.5878359436,TRUE
2017,Women,35,39,11017.154698705,TRUE
2018,Men,35,39,15375.5986712057,TRUE
2018,Women,35,39,10871.7940940641,TRUE
1997,Men,40,44,9780.82042899413,TRUE
1997,Women,40,44,5405.84384612876,TRUE
1998,Men,40,44,11822.0272972317,TRUE
1998,Women,40,44,6832.75455108219,TRUE
1999,Men,40,44,13102.7374306401,TRUE
1999,Women,40,44,7816.5348043117,TRUE
2000,Men,40,44,15061.487583264,TRUE
2000,Women,40,44,9850.0860372488,TRUE
2001,Men,40,44,17364.2136321676,TRUE
2001,Women,40,44,11748.5434586449,TRUE
2002,Men,40,44,19800.3199404541,TRUE
2002,Women,40,44,14451.3582275989,TRUE
2003,Men,40,44,23151.9755885931,TRUE
2003,Women,40,44,17504.6144344598,TRUE
2004,Men,40,44,25197.0309750375,TRUE
2004,Women,40,44,19834.9370925148,TRUE
2005,Men,40,44,26143.0871451066,TRUE
2005,Women,40,44,20716.9750160257,TRUE
2006,Men,40,44,26655.0410673564,TRUE
2006,Women,40,44,21048.193313506,TRUE
2007,Men,40,44,25700.8851243776,TRUE
2007,Women,40,44,20422.9209784481,TRUE
2008,Men,40,44,24733.4279394489,TRUE
2008,Women,40,44,19475.3165268261,TRUE
2009,Men,40,44,23852.2535132578,TRUE
2009,Women,40,44,18441.0619555992,TRUE
2010,Men,40,44,22118.13433385,TRUE
2010,Women,40,44,16956.9567748053,TRUE
2011,Men,40,44,20025.0704241499,TRUE
2011,Women,40,44,15044.9548198365,TRUE
2012,Men,40,44,18901.8375305149,TRUE
2012,Women,40,44,13653.6519992272,TRUE
2013,Men,40,44,18172.0683633743,TRUE
2013,Women,40,44,12945.615191733,TRUE
2014,Men,40,44,17604.0944436745,TRUE
2014,Women,40,44,12316.7392884348,TRUE
2015,Men,40,44,17225.8294170202,TRUE
2015,Women,40,44,11933.405166083,TRUE
2016,Men,40,44,16965.9213493225,TRUE
2016,Women,40,44,11796.9485049378,TRUE
2017,Men,40,44,16172.6517242745,TRUE
2017,Women,40,44,11283.2815524045,TRUE
2018,Men,40,44,15403.0142708304,TRUE
2018,Women,40,44,10560.7793775735,TRUE
1997,Men,45,49,10252.6129138517,TRUE
1997,Women,45,49,5397.33539587784,TRUE
1998,Men,45,49,12156.3337843268,TRUE
1998,Women,45,49,6647.71888322396,TRUE
1999,Men,45,49,13035.3083404954,TRUE
1999,Women,45,49,7494.90469818348,TRUE
2000,Men,45,49,14313.5045319503,TRUE
2000,Women,45,49,8589.82057785359,TRUE
2001,Men,45,49,16217.2439598473,TRUE
2001,Women,45,49,10020.9602632375,TRUE
2002,Men,45,49,17873.8495266031,TRUE
2002,Women,45,49,11853.9710713238,TRUE
2003,Men,45,49,20822.3345803577,TRUE
2003,Women,45,49,13796.7296999428,TRUE
2004,Men,45,49,22192.6368496516,TRUE
2004,Women,45,49,15743.9133356217,TRUE
2005,Men,45,49,23488.5564913941,TRUE
2005,Women,45,49,16845.2778267119,TRUE
2006,Men,45,49,24068.4378703176,TRUE
2006,Women,45,49,17353.2152161138,TRUE
2007,Men,45,49,23826.210593719,TRUE
2007,Women,45,49,17324.6357003779,TRUE
2008,Men,45,49,23751.9953587476,TRUE
2008,Women,45,49,16977.1047224743,TRUE
2009,Men,45,49,23301.8577084654,TRUE
2009,Women,45,49,16751.44756527,TRUE
2010,Men,45,49,21933.1826384398,TRUE
2010,Women,45,49,15800.5942859256,TRUE
2011,Men,45,49,20250.663506999,TRUE
2011,Women,45,49,14550.5170612081,TRUE
2012,Men,45,49,18611.3526189031,TRUE
2012,Women,45,49,13303.0896212616,TRUE
2013,Men,45,49,17594.8838637753,TRUE
2013,Women,45,49,12588.6862340427,TRUE
2014,Men,45,49,17093.9982782308,TRUE
2014,Women,45,49,12211.8798667325,TRUE
2015,Men,45,49,16903.4770296401,TRUE
2015,Women,45,49,11983.8099304702,TRUE
2016,Men,45,49,16727.8846159567,TRUE
2016,Women,45,49,11586.43034324,TRUE
2017,Men,45,49,16066.2880848577,TRUE
2017,Women,45,49,11463.0673421096,TRUE
2018,Men,45,49,16058.034740038,TRUE
2018,Women,45,49,11289.725374643,TRUE
1997,Men,5,9,,FALSE
1997,Women,5,9,,FALSE
1998,Men,5,9,,FALSE
1998,Women,5,9,,FALSE
1999,Men,5,9,,FALSE
1999,Women,5,9,,FALSE
2000,Men,5,9,,FALSE
2000,Women,5,9,,FALSE
2001,Men,5,9,,FALSE
2001,Women,5,9,,FALSE
2002,Men,5,9,,FALSE
2002,Women,5,9,,FALSE
2003,Men,5,9,,FALSE
2003,Women,5,9,,FALSE
2004,Men,5,9,,FALSE
2004,Women,5,9,,FALSE
2005,Men,5,9,,FALSE
2005,Women,5,9,,FALSE
2006,Men,5,9,,FALSE
2006,Women,5,9,,FALSE
2007,Men,5,9,,FALSE
2007,Women,5,9,,FALSE
2008,Men,5,9,,FALSE
2008,Women,5,9,,FALSE
2009,Men,5,9,,FALSE
2009,Women,5,9,,FALSE
2010,Men,5,9,,FALSE
2010,Women,5,9,,FALSE
2011,Men,5,9,,FALSE
2011,Women,5,9,,FALSE
2012,Men,5,9,,FALSE
2012,Women,5,9,,FALSE
2013,Men,5,9,,FALSE
2013,Women,5,9,,FALSE
2014,Men,5,9,,FALSE
2014,Women,5,9,,FALSE
2015,Men,5,9,,FALSE
2015,Women,5,9,,FALSE
2016,Men,5,9,,FALSE
2016,Women,5,9,,FALSE
2017,Men,5,9,,FALSE
2017,Women,5,9,,FALSE
2018,Men,5,9,,FALSE
2018,Women,5,9,,FALSE
1997,Men,50,54,9536.45285960972,TRUE
1997,Women,50,54,5307.72429742439,TRUE
1998,Men,50,54,11221.4560304621,TRUE
1998,Women,50,54,6259.4889053281,TRUE
1999,Men,50,54,12157.3392922414,TRUE
1999,Women,50,54,6846.75690840806,TRUE
2000,Men,50,54,13666.239456879,TRUE
2000,Women,50,54,8195.07261019462,TRUE
2001,Men,50,54,15437.0358218915,TRUE
2001,Women,50,54,9323.69422861079,TRUE
2002,Men,50,54,17371.7732475612,TRUE
2002,Women,50,54,10564.5923845063,TRUE
2003,Men,50,54,19585.3642280418,TRUE
2003,Women,50,54,12311.5403468632,TRUE
2004,Men,50,54,20432.5336958167,TRUE
2004,Women,50,54,13701.2190726851,TRUE
2005,Men,50,54,20818.0694837936,TRUE
2005,Women,50,54,14538.4243855771,TRUE
2006,Men,50,54,21974.3949915809,TRUE
2006,Women,50,54,15146.0403251574,TRUE
2007,Men,50,54,22083.3754635503,TRUE
2007,Women,50,54,15179.9669426193,TRUE
2008,Men,50,54,21944.6073503967,TRUE
2008,Women,50,54,15106.3320968117,TRUE
2009,Men,50,54,22003.9946043775,TRUE
2009,Women,50,54,15099.95951773,TRUE
2010,Men,50,54,21204.5409297566,TRUE
2010,Women,50,54,14735.6102839595,TRUE
2011,Men,50,54,20553.6860704856,TRUE
2011,Women,50,54,14053.6184853532,TRUE
2012,Men,50,54,19340.1043098469,TRUE
2012,Women,50,54,13412.1091916563,TRUE
2013,Men,50,54,18707.0335329332,TRUE
2013,Women,50,54,13098.7287067872,TRUE
2014,Men,50,54,18757.0494684819,TRUE
2014,Women,50,54,13097.2642212247,TRUE
2015,Men,50,54,18670.6564170325,TRUE
